miRNA	0_CAD_10.10.Plume	0_CAD_11K2	0_CAD_12K1	0_CAD_12K2	0_CAD_12K3	0_CAD_16.11.K1	0_CAD_16.11.K2	0_CAD_18K1	0_CAD_20K1	0_CAD_20K2	0_CAD_22.11.K2	0_CAD_22.11.K3	0_CAD_23.11.K1	0_CAD_23K1	0_CAD_24K1	0_CAD_25K1	0_CAD_26K1	0_CAD_27K2	0_CAD_27K3	0_CAD_27K5	0_CAD_27K7	0_CAD_2K1	0_CAD_2K4	0_CAD_31K4	0_CAD_KGKONTR16	0_CAD_KGKONTR17	0_CAD_KGKONTR23	0_CAD_KGKONTR39	0_CAD_KGKONTR42	1_CAD_KG07	1_CAD_KG10	1_CAD_KG11	1_CAD_KG12	1_CAD_KG13	1_CAD_KG14	1_CAD_KG15	1_CAD_KG16	1_CAD_KG17	1_CAD_KG18	1_CAD_KG19	1_CAD_KG20	1_CAD_KG21	1_CAD_KG22	1_CAD_KG23	1_CAD_KG24	1_CAD_KG25	1_CAD_KG26	1_CAD_KG27	1_CAD_KG30	1_CAD_KG31	1_CAD_KG32	1_CAD_KG34	1_CAD_KG35	1_CAD_KG36	1_CAD_KG37	1_CAD_KG38	1_CAD_KG39	1_CAD_KG40	1_CAD_KG41	1_CAD_KG42	1_CAD_KG43	1_CAD_KG44	1_CAD_KG45	1_CAD_KG47	1_CAD_KG48	1_CAD_KG49	1_CAD_KG50	1_CAD_KG51	1_CAD_KG52	1_CAD_KG53	1_CAD_KG54	1_CAD_KG55	1_CAD_KG57	1_CAD_KG58	1_CAD_KG59	1_CAD_KG60	1_CAD_KG61	1_CAD_KG62	1_CAD_KG63	1_CAD_KG64	1_CAD_KG65	1_CAD_KG66	1_CAD_KG67	1_CAD_KG68	1_CAD_KG69	1_CAD_KG70	1_CAD_KG71	1_CAD_KG72	1_CAD_KG73	1_CAD_KG74	1_CAD_KG75	1_CAD_KG76	1_CAD_KG77	1_CAD_KG78	1_CAD_KG79	1_CAD_KG80	1_CAD_KG81	1_CAD_KG83	1_CAD_KG84	1_CAD_KG85	1_CAD_KG86	1_CAD_KG87	1_CAD_KG89	1_CAD_KG91	1_CAD_KG92	1_CAD_KG93	1_CAD_KG94	1_CAD_KG95	1_CAD_KG96	2_CAD_KP0261	2_CAD_KP0271	2_CAD_KP0281	2_CAD_KP0321	2_CAD_KP0331	2_CAD_KP0361	2_CAD_KP0371	2_CAD_KP0381	2_CAD_KP0391	2_CAD_KP0411	2_CAD_KP052	2_CAD_KP053	2_CAD_KP054	2_CAD_KP055	2_CAD_KP056	2_CAD_KP057	2_CAD_KP058	2_CAD_KP060	2_CAD_KP061	2_CAD_KP062	2_CAD_KP063	2_CAD_KP064	2_CAD_KP065	2_CAD_KP066	2_CAD_KP074	2_CAD_KP075	2_CAD_KP076	2_CAD_KP079
hsa-miR-4283	0.00000	84.70000	2759.02733	2132.76204	0.00000	19317.49739	0.00000	0.00000	303.82631	0.00000	472.99729	0.00000	0.00000	916.32624	0.00000	113.18339	0.00000	3101.00536	5889.96116	0.00000	439.56830	0.00000	0.00000	4036.31052	1017.80000	0.00000	0.00000	97.60037	0.00000	46.70000	188.43615	494.22338	0.00000	0.00000	0.00000	3882.26716	0.00000	0.00000	2101.25620	0.00000	0.00000	194.57254	353.18377	0.00000	0.00000	2713.88474	0.00000	0.00000	0.00000	7	0.00000	334.10000	0.00000	0.00000	871.30186	0.00000	0.00000	138.04359	0.00000	508.50644	0.00000	71.75662	0.00000	0.00000	202.64224	0.00000	148.20000	161.45794	0.00000	0.00000	0.00000	18.70000	0.00000	142.48839	121.97400	0.00000	82.80000	0.00000	625.90889	226.79893	579.52925	0.00000	0.00000	290.78894	0.00000	0.00000	0.00000	0.00000	110.64543	0.00000	707.97617	137.84658	114.83237	0.00000	214.84364	0.00000	0.00000	0.00000	0.00000	0.00000	8218.65665	574.43551	0.00000	293.10000	539.30000	297.17575	0.00000	362.80000	623.60000	0.00000	23.90000	0.00000	4.70000	419.23147	0.00000	1108.13857	5.70000	0.00000	17.39376	0.00000	0.00000	69.00000	12.00000	0.00000	0.00000	87.30000	0	0.00000	0.00000	0.00000	0.00000	18.31290	87.60000	395.62388	96.35015	562.11411	410.24457
hsa-miR-4284	29922.93723	0.00000	0.00000	0.00000	0.00000	4472.33081	0.00000	862.84841	0.00000	3306.81356	336.35152	0.00000	0.00000	963.82959	0.00000	0.00000	0.00000	2347.59446	551.84947	1332.90849	850.39083	0.00000	1940.33213	0.00000	0.00000	505.61604	371.42662	833.51425	0.00000	3989.30000	0.00000	424.86801	0.00000	0.00000	1199.43516	2535.35375	315.54200	0.00000	0.00000	0.00000	787.62997	0.00000	0.00000	0.00000	804.97279	5551.65411	1083.90166	0.00000	0.00000	21	0.00000	184.80000	0.00000	0.00000	930.23783	0.00000	564.03877	101.47347	329.30000	831.21173	0.00000	660.20020	312.23326	0.00000	0.00000	0.00000	164.30000	0.00000	0.00000	0.00000	0.00000	0.00000	109.60000	0.00000	191.90107	248.20000	62.60000	0.00000	1194.20418	0.00000	0.00000	304.70000	0.00000	154.43474	0.00000	1247.65331	492.02962	123.55819	429.89222	589.96387	1097.10172	459.46561	0.00000	398.66410	380.67646	873.00000	0.00000	0.00000	261.68594	0.00000	467.16402	0.00000	0.00000	0.00000	0.00000	94.25641	192.90000	140.30000	0.00000	69.40000	14.30000	447.22627	25.90000	0.00000	0.00000	471.53443	48.50000	0.00000	0.00000	0.00000	144.00000	118.80000	5.80000	7.80095	61.50000	45.10000	0	0.00000	0.00000	176.70150	0.00000	0.00000	0.00000	0.00000	269.17461	527.55772	46.57376
hsa-miR-4285	0.00000	327.50000	0.00000	2114.33130	0.00000	0.00000	1868.50000	5241.99595	143.59814	0.00000	0.00000	1339.90054	0.00000	2370.08187	0.00000	1455.56038	0.00000	1943.32914	4132.74235	0.00000	2209.43079	0.00000	0.00000	1719.88818	0.00000	191.91547	349.27809	710.89127	73.24801	131.70000	100.54724	0.00000	633.34308	5563.75398	387.42105	974.87282	0.00000	44992.74099	2304.21596	0.00000	1.08463	0.00000	100.99387	0.00000	0.00000	3374.42562	678.16320	0.00000	4.57162	13	0.00000	401.80000	344.18938	0.00000	1783.75136	0.00000	970.23660	0.00000	0.00000	927.75250	0.00000	0.00000	261.54696	0.00000	122.01360	0.00000	0.00000	261.88059	0.00000	284.42736	1618.55683	0.00000	0.00000	289.39014	4423.87244	16.80000	92.10000	104.01273	0.00000	312.08012	0.00000	0.00000	2552.16672	578.99149	0.00000	177.61188	0.00000	0.00000	0.00000	253.57642	0.00000	0.00000	0.00000	164.40518	9.71749	0.00000	0.00000	0.00000	262.66513	0.00000	659.90349	959.11965	0.00000	307.80000	579.70000	74.02588	0.00000	377.30000	0.00000	0.00000	0.00000	767.03420	26.30000	0.00000	1.70000	376.13548	31.40000	0.00000	545.39886	0.00000	0.00000	84.80000	0.00000	6.18479	33.80000	0.00000	0	0.00000	27.40571	0.00000	0.00000	0.00000	69.60000	3927.77178	0.00000	698.34620	0.00000
hsa-miR-4286	0.00000	0.00000	2440.05012	0.00000	0.00000	18675.74144	2831.30000	0.00000	0.00000	83.67270	812.93263	4088.48335	0.00000	2225.25289	343.94853	1118.76187	0.00000	2342.52395	5362.04016	0.00000	2327.96024	492.46840	0.00000	0.00000	0.00000	0.00000	305.62241	950.42232	0.00000	196.60000	164.22381	0.00000	0.00000	1782.30969	709.20690	884.17708	0.00000	0.00000	1889.14633	1418.79190	236.13247	1054.50781	1482.27291	0.00000	2442.34093	0.00000	0.00000	0.00000	275.23912	24	0.00000	291.00000	95.31644	0.00000	1151.91103	0.00000	0.00000	0.00000	0.00000	507.75910	0.00000	94.06533	0.00000	0.00000	467.12026	0.00000	0.00000	93.25383	0.00000	0.00000	115.31757	0.00000	0.00000	0.00000	0.00000	370.50000	166.70000	0.00000	909.07497	231.02767	0.00000	329.50000	1584.97770	205.78355	0.00000	2.18287	556.53090	0.00000	0.00000	0.00000	0.00000	427.64337	0.00000	995.54668	0.00000	613.90000	0.00000	796.10000	0.00000	0.00000	0.00000	958.45436	0.00000	0.00000	770.50000	11.79251	0.00000	0.00000	647.80000	0.00000	45.00000	230.52894	25.50000	885.45146	0.00000	662.39565	43.20000	0.00000	25.95674	22.30000	0.00000	140.70000	0.00000	8.33151	19.10000	194.50000	78	0.00000	23.92527	0.00000	0.00000	7.52641	0.00000	0.00000	208.02256	1055.44472	72.33239
hsa-miR-4287	701.71373	0.00000	4181.07169	0.00000	857.87216	7234.11565	160.20000	2797.50642	204.75822	0.00000	801.13613	4161.04537	0.00000	1488.74673	89.57025	394.90292	1306.74204	0.00000	332.76547	2553.77376	1988.37631	0.00000	1059.95531	0.00000	0.00000	714.66080	0.00000	416.59654	190.09613	130.30000	0.00000	1780.19937	1147.65506	0.00000	0.00000	2052.19780	456.42091	0.00000	97.49885	778.79745	16168.66589	0.00000	487.63325	0.00000	0.00000	0.00000	96.30064	19.90000	19.77347	0	107.48031	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	801.08539	0.00000	486.20885	0.00000	580.76326	0.00000	29.04167	689.81508	250.70042	105.50000	0.00000	0.00000	0.00000	0.00000	17.90000	537.00000	0.00000	501.95933	0.00000	160.50000	0.00000	442.78098	78.53283	0.00000	184.90000	413.47599	0.00000	0.00000	788.65762	548.48678	110.92085	328.87284	579.06526	214.54088	0.00000	0.00000	0.00000	0.00000	0.00000	81.32694	445.50000	0.00000	299.84628	0.00000	332.46662	86.10000	618.20000	447.30000	324.76032	0.00000	0.00000	0.00000	70.80000	0.00000	921.96391	0.00000	449.09569	0.00000	1664.78734	9.60000	36.37203	20.19458	5.90000	43.10000	107.60000	0.00000	26.94677	21.60000	0.00000	0	0.00000	15.14304	0.00000	2.00000	0.00000	290.00000	0.00000	249.64144	806.20355	50.71309
hsa-miR-4288	1183.57426	0.00000	0.00000	934.88422	0.00000	0.00000	2728.60000	0.00000	299.36975	0.00000	1307.20818	0.00000	0.00000	835.84931	0.00000	0.00000	285.56242	0.00000	18504.45429	0.00000	1549.39107	0.00000	0.00000	0.00000	1542.40000	0.00000	211.66278	105.00653	195.44023	113.30000	122.78013	1242.04571	3169.54140	0.00000	0.00000	443.67138	1291.72839	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	5041.80111	0.00000	0.00000	210.11447	31	0.00000	292.70000	510.54232	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	927.59038	0.00000	288.16955	0.00000	0.00000	656.87804	344.25940	294.90000	0.00000	0.00000	195.02175	0.00000	37.30000	0.00000	529.30377	332.26282	0.00000	104.70000	128.97342	0.00000	438.24643	0.00000	152.70000	369.51530	709.66411	0.00000	792.93940	841.70372	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	370.19975	0.00000	0.00000	0.00000	0.00000	92.49902	539.66404	80.83873	419.50020	0.00000	0.00000	417.10000	899.38339	141.30000	0.00000	0.00000	152.30000	0.00000	0.00000	0.00000	1198.03481	0.00000	1543.12395	18.10000	0.00000	0.00000	0.00000	106.40000	0.00000	0.00000	15.64423	51.00000	70.60000	0	0.00000	6.92934	0.00000	0.00000	10.41650	0.00000	8865.29680	226.53288	975.04696	0.00000
hsa-miR-4289	0.00000	406.60000	1775.49091	1735.86551	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	755.36680	1110.41896	0.00000	1439.52060	0.00000	0.00000	0.00000	2006.83490	3214.71562	0.00000	1676.30842	0.00000	0.00000	0.00000	0.00000	0.00000	288.05729	751.41789	0.00000	86.50000	106.89975	1093.27436	19427.78682	0.00000	0.00000	530.58484	1491.05945	0.00000	0.00000	0.00000	195.69804	378.12531	699.13414	0.00000	0.00000	3036.90614	592.47191	0.00000	4.31707	25	0.00000	6.20000	0.00000	0.00000	1331.59585	0.00000	751.12488	0.00000	318.40000	848.60078	0.00000	88.38246	0.00000	0.00000	19.20910	0.00000	182.60000	0.00000	0.00000	0.00000	0.00000	65.30000	0.00000	0.00000	0.00000	335.40000	119.10000	0.00000	687.93203	93.89013	0.00000	293.30000	2519.40655	585.96144	0.00000	1711.74797	0.00000	105.70760	0.00000	92.12672	1196.02841	0.00000	471.29981	695.40905	249.95167	0.00000	0.00000	218.80000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	197.70000	0.00000	0.00000	119.10000	17.10000	836.17974	12.40000	5969.78470	0.00000	0.00000	43.50000	19.39849	0.00000	4.00000	102.00000	136.50000	12.70000	0.00000	33.10000	0.00000	0	0.00000	13.17961	61.26861	0.00000	0.00000	21.20000	0.00000	0.00000	907.51046	20.56423
hsa-miR-4290	2511.43430	33.10000	0.00000	3475.17407	0.00000	16894.42605	2893.00000	0.00000	353.35209	673.20469	1146.15775	144.54842	0.00000	450.25082	0.00000	1281.77883	0.00000	5318.02514	5482.27943	0.00000	0.00000	0.00000	0.00000	0.00000	281.60000	81.73884	0.00000	383.48893	94.95330	0.00000	76.28586	1272.48321	0.00000	0.00000	0.00000	0.00000	590.38705	0.00000	1443.49642	914.46801	0.00000	1002.24639	763.64175	0.00000	0.00000	615.21333	0.00000	318.50000	0.00000	22	131.70033	196.90000	406.80406	0.00000	1530.46251	17.50000	224.57935	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	165.40000	0.00000	0.00000	0.00000	0.00000	23.80000	0.00000	231.28686	231.08187	152.60000	0.00000	130.04129	411.42209	0.00000	151.88342	308.70000	0.00000	442.30135	0.00000	0.00000	543.88877	120.31973	385.13151	312.69295	50.68305	2630.90603	0.00000	0.00000	0.00000	0.00000	0.00000	514.00000	0.00000	0.00000	501.90997	579.66755	111.90000	0.00000	603.80000	0.00000	0.00000	686.30000	27.50000	0.00000	1.50000	505.46931	23.80000	175.74591	57.90000	0.00000	0.00000	0.00000	31.45343	17.80000	93.60000	33.30000	15.80000	19.12512	986.70000	35.60000	0	17.00000	20.86944	91.81940	0.00000	9.52788	0.00000	356.69810	93.19407	704.06534	0.00000
hsa-miR-4291	61.36072	0.00000	0.00000	1038.95576	0.00000	0.00000	2804.70000	0.00000	323.80977	1873.95699	8722.20581	391.85227	0.00000	14621.12427	0.00000	772.47781	262.80376	2436.12874	4044.91829	2641.48904	0.00000	0.00000	1164.29560	5703.59299	0.00000	0.00000	287.93329	1064.13451	30.06866	56.20000	157.42090	0.00000	1434.74022	0.00000	0.00000	1062.65581	1345.99257	75488.10630	0.00000	0.00000	23351.37242	721.93175	0.00000	1489.78458	2346.82337	2783.02692	875.39069	0.00000	155.50311	20	0.00000	401.40000	0.00000	0.00000	819.24377	0.00000	126.54005	143.47967	339.40000	642.03386	0.00000	351.22852	0.00000	0.00000	0.00000	0.00000	10.60000	13.07296	0.00000	0.00000	0.00000	0.00000	366.30000	0.00000	272.35297	0.00000	7.70000	0.00000	1427.61750	315.93448	0.00000	50.40000	2524.90562	548.72401	0.00000	971.20271	0.00000	0.00000	36.59545	0.00000	888.55714	2120.48904	0.00000	943.82446	0.00000	0.00000	0.00000	683.10000	138.14164	0.00000	0.00000	0.00000	0.00000	0.00000	727.20000	0.00000	50.80000	219.80000	10943.50000	143.40000	45.80000	0.00000	0.00000	150.34334	0.00000	765.00178	30.70000	0.00000	11.32728	13.00000	79.90000	67.30000	20.40000	28.06041	33.10000	88.10000	0	0.00000	31.99265	0.00000	0.00000	0.00000	0.00000	110.56578	131.77149	851.49432	0.00000
hsa-miR-4292	0.00000	738.90000	0.00000	458.11737	56.43042	11725.12641	0.00000	2573.42262	498.06645	0.00000	763.08611	190.47619	0.00000	1286.97699	0.00000	1411.58567	0.00000	4037.92052	3158.25775	0.00000	0.00000	321.57678	2.71146	2727.56666	154.70000	0.00000	333.75568	0.00000	0.00000	55.70000	152.73073	0.00000	2096.50751	0.00000	0.00000	3092.00786	0.00000	0.00000	2216.23951	0.00000	43.38707	782.64584	0.00000	847.89953	0.00000	3948.30693	0.00000	78.30000	81.74812	13	10.11012	289.90000	165.09143	0.00000	1313.03098	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	406.40679	0.00000	0.00000	884.57850	108.08001	67.20000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	217.50264	0.00000	152.10000	0.00000	838.48504	43.25488	0.00000	0.00000	2253.40949	850.65418	0.00000	1021.67610	931.68586	106.52621	34.31799	48.94169	4128.19988	0.00000	126.20840	641.77676	22.74513	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	326.30000	429.60000	822.51082	97.80000	0.00000	0.00000	0.00000	16.50000	110.62075	279.90000	229.30393	0.00000	1258.15497	13.10000	15.45626	0.00000	0.40000	0.00000	6.60000	12.60000	11.76707	48.40000	72.60000	0	0.00000	26.87933	0.00000	0.00000	0.00000	5.90000	273.55456	163.95170	950.29566	4775.85531
hsa-miR-4293	0.00000	0.00000	5416.76904	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	337.68956	4556.63993	657.31270	2032.21672	0.00000	1527.42839	1117.05879	0.00000	0.00000	0.00000	2755.12009	0.00000	0.00000	0.00000	0.00000	0.00000	10.07678	0.00000	0.00000	0.00000	130.01773	0.00000	0.00000	0.00000	0.00000	3780.02726	27.63044	0.00000	3283.09683	0.00000	19479.06998	120.71747	0.00000	1361.08902	438.79114	0.00000	1074.06802	0.00000	65.00132	0	0.00000	311.80000	215.24357	0.00000	1809.07798	0.00000	228.52932	568.84759	445.50000	198.45326	258.60000	83.61098	0.00000	0.00000	875.41950	4.92759	115.90000	0.00000	0.00000	0.00000	0.00000	49.10000	406.70000	0.00000	0.00000	0.00000	156.80000	0.00000	301.49445	0.00000	272.82571	463.20000	2227.25605	521.29849	0.00000	0.00000	1065.00234	132.85376	613.65536	14.28785	1256.23744	269.94955	0.00000	988.01308	244.97041	259.00000	53.46495	833.50000	0.00000	0.00000	0.00000	1177.00469	0.00000	0.00000	410.30000	527.92999	168.30000	432.60000	0.00000	170.70000	45.00000	537.34789	26.50000	0.00000	210.80000	0.00000	44.90000	9.07432	23.72909	7.00000	11.80000	114.70000	0.00000	12.74290	0.00000	51.60000	0	0.00000	0.00000	0.00000	0.00000	0.00000	88.80000	0.00000	247.56927	399.38512	17.52975
hsa-miR-4294	421.22764	0.00000	0.00000	3692.61928	0.00000	0.00000	0.00000	4168.49262	197.62703	0.00000	1244.14751	3154.31283	0.00000	233.44908	34.35597	0.00000	0.00000	0.00000	2350.38742	0.00000	2476.56457	0.00000	1532.53412	0.00000	0.00000	6.59067	240.61371	371.60529	0.00000	0.00000	138.59981	0.00000	0.00000	0.00000	0.00000	65815.40122	0.00000	0.00000	2406.48581	0.00000	9068.61181	0.00000	299.23871	1237.85511	1513.06339	4368.44692	62.57433	0.00000	0.00000	20	0.00000	47.30000	156.28253	263.66484	1826.25457	0.00000	12.59453	0.00000	0.00000	701.06451	0.00000	400.36338	0.00000	25.89321	580.67070	134.22480	0.00000	211.55099	0.00000	0.00000	0.00000	59.70000	426.50000	0.00000	90.64071	340.90000	120.40000	300.68967	0.00000	143.49769	0.00000	80.50000	792.30502	267.80762	0.00000	1248.21140	1603.13066	0.00000	434.29741	0.00000	335.88020	0.00000	0.00000	0.00000	327.33584	0.00000	0.00000	0.00000	69.84008	0.00000	601.14262	0.00000	753.30000	320.70000	139.70000	574.41721	2252.30000	0.00000	0.00000	0.00000	0.00000	126.21020	23.70000	0.00000	0.00000	1132.47099	0.00000	58.24950	0.00000	0.00000	41.40000	42.50000	14.70000	0.00000	1.30000	0.00000	24	0.00000	0.00000	0.00000	0.00000	43.86138	31.50000	170.02984	348.16213	918.52488	33.18772
hsa-miR-4295	0.00000	0.00000	3233.26804	3290.84789	0.00000	17303.03664	0.00000	0.00000	0.00000	0.00000	0.00000	4563.57644	179.87325	1886.74043	0.00000	1021.87054	1833.77114	4064.57678	5598.26714	0.00000	0.00000	1108.65152	1033.80312	0.00000	283.20000	0.00000	4090.31158	0.00000	81.16670	140.40000	127.51607	0.00000	0.00000	0.00000	0.00000	1984.55264	623.97442	947.90189	683.24665	0.00000	932.07993	0.00000	0.00000	2034.89863	7.65205	0.00000	0.00000	122.90000	54.68652	19	0.00000	148.50000	418.85097	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	300.51761	0.00000	92.33560	375.11070	191.98002	0.00000	0.00000	0.00000	0.00000	0.00000	371.98726	0.00000	81.30000	115.30000	0.00000	358.05356	406.50000	56.70000	166.07304	0.00000	37.57894	0.00000	166.70000	0.00000	461.30480	0.00000	1556.39071	1296.39954	0.00000	237.56594	680.07633	0.00000	0.00000	0.00000	0.00000	408.48214	0.00000	0.00000	0.00000	0.00000	0.00000	259.31250	531.89579	0.00000	207.70000	0.00000	0.00000	64.60000	0.00000	0.00000	133.80000	13.30000	347.84274	15.10000	671.26629	0.00000	0.00000	34.50000	0.00000	0.00000	5.30000	81.40000	0.00000	13.90000	4.25011	82.00000	0.00000	0	11.70000	0.00000	100.69060	0.00000	0.00000	736.00000	0.00000	263.96715	482.36464	4087.37682
hsa-miR-4296	863.30618	670.40000	2592.36259	3824.44446	0.00000	8962.50314	2706.10000	2565.28334	244.42525	0.00000	0.00000	2068.05327	1093.37138	1107.00024	139.83231	0.00000	0.00000	0.00000	5974.70109	0.00000	0.00000	0.00000	9.24233	0.00000	1267.70000	389.38757	127.54983	0.00000	19.60126	335.80000	18.60143	984.92231	0.00000	1606.86779	0.00000	1867.43701	83.79466	0.00000	0.00000	916.58588	0.00000	334.05383	337.89960	0.00000	0.00000	0.00000	271.65186	15.20000	100.13095	0	28.73162	0.00000	0.00000	0.00000	159.62796	0.00000	605.10535	0.00000	0.00000	990.91933	36.30000	3614.86184	0.00000	649.71625	0.00000	0.00000	210.90000	0.00000	0.00000	0.00000	0.00000	0.00000	461.10000	0.00000	0.00000	355.40000	160.70000	0.00000	0.00000	125.81083	0.00000	0.00000	0.00000	354.95599	91.43029	0.00000	1452.64700	47.03583	104.81185	0.00000	301.49697	0.00000	0.00000	0.00000	0.00000	0.00000	18.71370	196.10000	0.00000	0.00000	687.80633	1399.54769	0.00000	0.00000	587.20000	610.18255	0.00000	350.60000	0.00000	0.00000	8.40000	738.17241	12.10000	1116.64046	5.40000	0.00000	46.20000	0.00000	14.03533	16.20000	0.00000	124.20000	0.00000	20.73531	59.10000	61.00000	0	0.00000	30.56663	37.73321	0.00000	0.00000	0.00000	332.38213	176.32988	769.92838	415.30469
hsa-miR-4297	0.00000	0.00000	0.00000	671.94212	137.48778	2960.13122	1047.60000	6016.99027	680.83458	0.00000	0.00000	5059.75442	0.00000	995.40604	56.68860	1478.28141	0.00000	2743.06629	3137.11381	0.00000	1788.47257	1172.89379	0.00000	593.10006	683.30000	0.00000	305.97798	0.00000	134.45320	306.00000	160.72865	1421.60688	1909.14064	0.00000	120.63046	2261.60768	0.00000	0.00000	722.42427	0.00000	1938.33469	506.83994	1444.73536	0.00000	0.00000	2171.04854	0.00000	0.00000	205.91425	23	2.65159	271.40000	184.94622	113.88599	539.75296	0.00000	0.81497	9.04853	0.00000	1105.78216	0.00000	382.82170	0.00000	0.00000	915.51017	0.00000	131.70000	0.00000	0.00000	0.00000	0.00000	28.70000	0.00000	0.00000	224.17332	357.00000	153.80000	8.95463	0.00000	222.80306	0.00000	105.70000	0.00000	381.02900	0.00000	1474.74764	1306.53432	14.33933	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	447.13337	807.60000	0.00000	15.80000	0.00000	0.00000	0.00000	786.81562	0.00000	0.00000	547.10000	0.00000	0.00000	0.00000	1151.10000	0.00000	24.00000	950.27926	17.70000	1394.24955	60.70000	69.85501	34.90000	11.47247	0.00000	0.00000	22.10000	1269.80000	0.00000	15.48972	0.00000	13.60000	29	3.90000	0.00000	0.00000	0.00000	60.48464	0.00000	154.77290	199.49542	933.50865	60.17938
hsa-miR-4298	805.53139	0.00000	2667.44681	3896.22768	0.00000	0.00000	556.60000	0.00000	386.99840	0.00000	0.00000	2670.76822	0.00000	1193.07877	487.48209	370.03287	8701.29873	0.00000	0.00000	0.00000	2528.55870	0.00000	1419.92407	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	33.70000	103.07544	1281.26523	0.00000	585.05484	0.00000	0.00000	0.00000	0.00000	921.40389	0.00000	0.00000	35.19281	1139.40786	0.00000	0.00000	0.00000	422.34900	0.00000	0.00000	2	0.00000	348.50000	0.00000	0.00000	398.15618	0.00000	0.00000	631.86282	0.00000	938.04562	0.00000	197.22375	122.92096	0.00000	34.08176	0.00000	0.00000	0.00000	0.00000	99.37705	117.79334	104.90000	521.90000	0.00000	88.66744	0.00000	11.10000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	533.45571	1533.14837	1432.56256	0.00000	168.87831	0.00000	736.22210	2448.88664	7.30677	0.00000	247.91165	0.00000	959.66179	310.00000	0.00000	0.00000	122.12247	967.17903	0.00000	0.00000	320.90000	660.60251	0.00000	554.80000	345.90000	27.50000	0.00000	594.37408	18.20000	142.23578	31.10000	126.29149	14.80000	0.00000	22.98730	19.40000	84.70000	34.50000	22.90000	0.00000	4.00000	0.00000	0	13.40000	0.00000	0.00000	0.00000	0.00000	1.70000	155.91226	0.00000	569.82877	0.00000
hsa-miR-4299	4882.67131	0.00000	3.57814	1803.66823	336.74224	13671.53774	1741.20000	0.00000	0.00000	0.00000	251.02049	4490.91103	6817.49467	0.00000	0.00000	1036.81851	7664.47171	3006.53077	0.00000	0.00000	1659.39177	0.00000	739.16585	0.00000	0.00000	216.29290	0.00000	0.00000	0.00000	362.80000	177.19341	2340.77951	229.64774	0.00000	0.00000	429.36481	0.00000	0.00000	0.00000	0.00000	0.00000	758.79978	0.00000	261.41569	577.80223	0.00000	0.00000	0.00000	24.50428	10	0.00000	393.60000	0.00000	3.22127	1593.85954	0.00000	1062.17203	210.87363	0.00000	889.91936	0.00000	0.00000	603.69950	135.42087	13.64624	0.00000	0.00000	0.00000	0.00000	178.17165	0.00000	115.10000	0.00000	513.50204	233.56914	1.60000	154.30000	140.90457	0.00000	86.94378	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	503.23064	0.00000	640.79807	0.00000	29.93459	2066.46622	125.99112	0.00000	3.48873	0.00000	0.00000	0.00000	244.45245	0.00000	75.68874	362.27226	0.00000	0.00000	531.60000	0.00000	0.00000	333.00000	0.00000	0.00000	10.20000	1051.89044	22.40000	446.83351	0.00000	1860.04627	0.00000	0.00000	18.50434	23.10000	0.00000	65.30000	29.00000	0.00000	53.10000	84.70000	0	5.70000	0.00000	0.00000	0.00000	24.83359	75.00000	7.35774	0.00000	963.86255	0.00000
