ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,Median_Group2,Median_Group0
hsa-let-7a-5p,-0.513621581991416,15.2576042703766,-4.25405432703618,3.78198165373273e-05,0.000115382491130829,1.90619306281525,14.9525360725889,15.4547367530537
hsa-let-7b-3p,0.362421789244337,4.56382880411378,0.457473080123046,0.648027675369241,0.690206991517535,-6.34595064754933,6.02561367172195,5.29258341466286
hsa-let-7b-5p,-0.978293908417646,15.2433779392141,-5.18144370872537,7.38379553122057e-07,4.07334549228091e-06,5.60513630913224,14.2460516221668,15.6179733041634
hsa-let-7c-5p,-0.0959260780606126,10.0282961147723,-0.314029044091158,0.75395817450659,0.786015551147983,-6.40024458839748,10.4077807719324,10.5283328492373
hsa-let-7d-3p,-0.0797653645209468,10.7135109193755,-0.247876751613499,0.804586546476068,0.832330910147656,-6.41849071705399,10.9433671258105,10.9561063688427
hsa-let-7d-5p,-1.44175018727009,10.8463448124757,-5.17893518986872,7.46780006918166e-07,4.07334549228091e-06,5.59444377133475,10.3194207525671,11.3308704464102
hsa-let-7e-5p,-0.269003667418406,8.71824542704596,-0.721442048837664,0.471819476627395,0.547919392212458,-6.19350679003376,8.97813489265137,8.88338919871301
hsa-let-7f-5p,-0.622988047193259,14.3291930171517,-4.98290359937847,1.78855542803205e-06,8.25487120630176e-06,4.76980868390509,13.8679187185652,14.6510278639857
hsa-let-7g-5p,-0.951648095688846,14.0602019254239,-5.61172221567694,1.01013005969096e-07,8.65825765449398e-07,7.48918705475731,13.1988653809214,14.4480014577768
hsa-let-7i-5p,-0.999782339236159,13.8761115861091,-3.5860239219765,0.000460473650783852,0.00104918047014042,-0.408194836862697,13.2170285590802,14.2498425410974
hsa-miR-100-5p,-0.567300017742395,6.53109150492599,-0.878339226056757,0.381238050161512,0.448515353131191,-6.07079802115438,7.29623019304108,7.50351519439716
hsa-miR-101-3p,-1.97299405239948,9.93328007607872,-3.4913071273376,0.000640224872821233,0.00137191044175978,-0.710184896621245,9.5259321826411,10.65308358191
hsa-miR-103a-3p,-0.64573093537261,11.1479588858662,-2.10173627510167,0.0373358621948015,0.0569530101276634,-4.31286861185666,11.0312071817623,11.4084659732121
hsa-miR-106b-3p,-3.25343062623232,6.4710142496905,-4.04772426587729,8.44948903817894e-05,0.000230440610132153,1.15790655711275,0,8.13699290698372
hsa-miR-106b-5p,-4.27189939422016,6.506138655163,-6.03771146348528,1.2885661315722e-08,1.65672788344997e-07,9.44604355848628,0,7.75725833710984
hsa-miR-107,-1.61272446416313,9.93907490507391,-2.75612269807053,0.00661410282902004,0.0110235047150334,-2.81618477569898,10.2610164202728,10.7432442330412
hsa-miR-10a-5p,0.233178957937058,11.2883056977274,1.31987052069876,0.188994378650249,0.250139618801801,-5.5983680352181,11.8565244929776,11.3541179547699
hsa-miR-10b-5p,0.476178711383831,11.8971994412719,2.48687151061066,0.0140410513164034,0.022565975329934,-3.47677489743098,12.8751849326789,12.0024083905787
hsa-miR-1180-3p,-3.29408250376984,4.5312053711774,-4.11738133798226,6.46126890916521e-05,0.000184607683119006,1.40728453147499,0,6.33803077912352
hsa-miR-122-5p,-0.709364286113624,15.5724066609741,-1.98601453261325,0.0489500259810375,0.0722213498080881,-4.5384184222005,15.0975928544236,15.9356094918959
hsa-miR-1246,-2.99010511845062,4.89400917556845,-3.572332271049,0.000483131117766787,0.00108704501497527,-0.452264768408298,0,6.56650207406611
hsa-miR-1255b-5p,-2.91839599729613,3.23874742661638,-3.79009929399132,0.000221581683485966,0.000561756380668646,0.265091810235821,0,4.2162558810952
hsa-miR-125a-5p,0.215986804629496,10.6729821963317,0.916833899497149,0.360778534719405,0.427237738483505,-6.03705301560761,10.9137557868654,10.6682582674381
hsa-miR-125b-5p,-0.669219306855424,8.14795247598719,-1.43720294464379,0.152852187436378,0.206867622094347,-5.44163042126331,8.72195129480172,8.40501649271698
hsa-miR-126-3p,0.0835819206491077,12.9238850661172,0.626416591340491,0.532043785393927,0.589416895606857,-6.25620766935386,13.1848271426443,13.1807590508681
hsa-miR-126-5p,-1.6959655652075,8.81554636960793,-3.09057160337453,0.00240306350775415,0.00436920637773482,-1.91160671075748,9.17100616930765,9.42271412380571
hsa-miR-1260b,-0.514592381016383,4.27314107059538,-0.623809701234741,0.533749744355098,0.589416895606857,-6.25780393465226,2.38184621404818,0.275556108401355
hsa-miR-128-3p,-2.47052637440617,8.28479334211549,-4.18420785057174,4.98017123210689e-05,0.000148922187794194,1.64964917871863,8.13527799130288,9.14784790711227
hsa-miR-1294,-2.20297350806651,3.82979891739058,-2.57876316086253,0.0109287931938691,0.0178834797717858,-3.25824304664322,0,4.8690334373989
