ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,Median_Group1,Median_Group0
hsa-let-7a-5p,-0.279677108695807,15.2576042703766,-2.83143662606955,0.00530485409167137,0.0682052668929177,-2.41228745296438,15.2340290503832,15.4547367530537
hsa-let-7b-3p,0.471304527833015,4.56382880411378,0.727181818556303,0.468307414043337,0.724073916093612,-5.91066725396253,5.52362129423769,5.29258341466286
hsa-let-7b-5p,-0.122710403391249,15.2433779392141,-0.79442513329588,0.428268856289632,0.697379540093527,-5.8615885685498,15.3779180383369,15.6179733041634
hsa-let-7c-5p,-0.309453908849237,10.0282961147723,-1.23828113913419,0.217647674296347,0.522354418311234,-5.43039570612071,9.93385094045478,10.5283328492373
hsa-let-7d-3p,-0.0558931792635082,10.7135109193755,-0.212309981298785,0.832168558498248,0.896868822124619,-6.1431885495893,10.6794873559084,10.9561063688427
hsa-let-7d-5p,-0.191076602006868,10.8463448124757,-0.838973273067202,0.402889330212349,0.681039905215474,-5.8267078145457,11.223429154759,11.3308704464102
hsa-let-7e-5p,-0.53605584096197,8.71824542704596,-1.75729000794498,0.0810156736682858,0.385697112837537,-4.69393330150865,8.67919926124982,8.88338919871301
hsa-let-7f-5p,-0.305135325086278,14.3291930171517,-2.98322092029335,0.00335663475168119,0.0505522448752569,-2.01199259400476,14.3893738792866,14.6510278639857
hsa-let-7g-5p,-0.243381695139645,14.0602019254239,-1.75427571126221,0.0815326124247276,0.385697112837537,-4.69891947930433,14.1916196474945,14.4480014577768
hsa-let-7i-5p,-0.292928452944599,13.8761115861091,-1.28427916250565,0.201128055789782,0.503076700918681,-5.37514601148889,14.119628553096,14.2498425410974
hsa-miR-100-5p,-0.18869947614931,6.53109150492599,-0.357116842082767,0.721532576559088,0.849124861142753,-6.10349368772901,6.98465162395348,7.50351519439716
hsa-miR-101-3p,-0.285895501281015,9.93328007607872,-0.618386154365848,0.537307861298717,0.767582658998167,-5.98095062031387,10.6251191257315,10.65308358191
hsa-miR-103a-3p,-0.439337251484147,11.1479588858662,-1.74789287719784,0.0826361695558699,0.385697112837537,-4.70945080067195,11.3280429214014,11.4084659732121
hsa-miR-106b-3p,1.11008723222287,6.4710142496905,1.68817177171437,0.0935653233334521,0.407671905023691,-4.80620638773368,8.22517861296157,8.13699290698372
hsa-miR-106b-5p,-0.153814555302354,6.506138655163,-0.265728985404652,0.790831948980817,0.884159942959919,-6.13089275078663,8.05936209981152,7.75725833710984
hsa-miR-107,-0.491527970366757,9.93907490507391,-1.02677850120888,0.306264322461654,0.605797560913161,-5.65899867269107,10.4655009402303,10.7432442330412
hsa-miR-10a-5p,-0.560731429790797,11.2883056977274,-3.87960069237139,0.00015932273446957,0.0040968703149318,0.712080707100751,10.9578144131291,11.3541179547699
hsa-miR-10b-5p,-0.612317402543898,11.8971994412719,-3.90886013512317,0.000142867130351339,0.0040968703149318,0.810842044529703,11.4495173613633,12.0024083905787
hsa-miR-1180-3p,-0.474131443597455,4.5312053711774,-0.724395150191498,0.470010696968105,0.724073916093612,-5.91260829675556,6.57873256669985,6.33803077912352
hsa-miR-122-5p,-0.112116167289482,15.5724066609741,-0.383682067944546,0.701785881462081,0.849124861142753,-6.09402349463405,15.7344220471331,15.9356094918959
hsa-miR-1246,-0.712731610865068,4.89400917556845,-1.04083423382345,0.299714972097114,0.605797560913161,-5.64510815635768,6.68580621630125,6.56650207406611
hsa-miR-1255b-5p,-0.331653539460271,3.23874742661638,-0.526479129956529,0.599373754406509,0.810086358023551,-6.03151414185034,5.35461002332321,4.2162558810952
hsa-miR-125a-5p,-0.315932386279561,10.6729821963317,-1.63925964563686,0.103364806705171,0.413459226820684,-4.88304621414823,10.4084943336917,10.6682582674381
hsa-miR-125b-5p,-0.26514203717905,8.14795247598719,-0.696014651812606,0.48755314626438,0.739072965874738,-5.93195529988794,8.14964373188611,8.40501649271698
hsa-miR-126-3p,-0.470051340386963,12.9238850661172,-4.30612227210124,3.07422052240042e-05,0.00138339923508019,2.2090059848502,12.6721640192253,13.1807590508681
hsa-miR-126-5p,-0.44645133389108,8.81554636960793,-0.994457119647838,0.321685805760831,0.618423287674908,-5.69023439599528,9.1943264039007,9.42271412380571
hsa-miR-1260b,1.50883765227505,4.27314107059538,2.2357407491547,0.026923331212528,0.21070433122848,-3.80012362482345,5.15715328482199,0.275556108401355
hsa-miR-128-3p,-0.138284187520684,8.28479334211549,-0.286276984832055,0.775081703991646,0.883004472901875,-6.12543199966571,8.97799046045396,9.14784790711227
hsa-miR-1294,-0.463741065983325,3.82979891739058,-0.66354120257516,0.508055918912708,0.749590700035143,-5.95315058803924,5.85101458846414,4.8690334373989
hsa-miR-1301-3p,-0.789579159500851,4.41695326780606,-1.29846917602857,0.196223330801292,0.503076700918681,-5.35770490790298,6.13011446071427,6.1727496794478
hsa-miR-1306-5p,-0.18092596308311,5.03730954997632,-0.298514625727776,0.765745211972896,0.877924446847907,-6.12198684668277,6.84662490384064,6.90433087918984
hsa-miR-130a-3p,-0.661137325863441,6.31263332424857,-1.07710612965959,0.283252689866739,0.605797560913161,-5.60840422247668,7.80956628338222,7.71433841095411
